repo_name;name;longname;path;full_repo_path;line;column;endline;endcolumn;CC;CCL;CCO;CI;CLC;CLLC;McCC;NL;NLE;CD;CLOC;DLOC;TCD;TCLOC;LLOC;LOC;NOS;NUMPAR;TLLOC;TLOC;TNOS;HOR_D;HOR_T;HON_D;HON_T;HLEN;HVOC;HDIFF;HVOL;HEFF;HBUGS;HTIME;CYCL;PARAMS;CYCL_DENS;Vuln;Valid_vuln;Fix_hash
useragent;fromJSON;index.fromJSON;index.js;https://github.com/3rd-Eden/useragent/blob/deb4ccc193dab355986f7ab3fbc1fe7a3c487765/index.js;560;19;585;1;0;0;0;0;0;0;6;2;2;0.181818;4;0;0.181818;4;18;26;11;1;18;26;11;12;44;16;52;96;28;19.5;461.50607251752996;8999.368414091834;0.15383535750584332;499.9649118939908;5;1;35.714285714285715;0;;
useragent;updating;index.updater.updating;index.js;https://github.com/3rd-Eden/useragent/blob/deb4ccc193dab355986f7ab3fbc1fe7a3c487765/index.js;368;35;388;5;0;0;0;0;0;0;3;2;2;0.176471;3;0;0.176471;3;14;21;11;2;14;21;11;7;23;18;34;57;25;6.611111111111111;264.6998028171593;1749.959807513442;0.08823326760571977;97.21998930630234;3;2;27.27272727272727;0;;
polyfill-service;PolyfillSet;service.PolyfillSet.PolyfillSet;service/PolyfillSet.js;https://github.com/Financial-Times/polyfill-service/blob/fad0bcdc0f717ac1aa8ca0ebdf8bbcc6f105d4aa/service/PolyfillSet.js;7;18;9;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;1;3;3;1;2;2;3;4;6;5;1.3333333333333333;13.931568569324174;18.575424759098897;0.004643856189774725;1.0319680421721609;1;1;100;0;;
polyfill-service;<anonymous>.stringify;service.PolyfillSet.stringify;service/PolyfillSet.js;https://github.com/Financial-Times/polyfill-service/blob/fad0bcdc0f717ac1aa8ca0ebdf8bbcc6f105d4aa/service/PolyfillSet.js;11;34;16;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;1;0;6;6;3;4;9;8;9;18;12;2.25;64.52932501298082;145.19098127920685;0.02150977500432694;8.066165626622603;1;0;100;0;;
polyfill-service;<anonymous>.get;service.PolyfillSet.get;service/PolyfillSet.js;https://github.com/Financial-Times/polyfill-service/blob/fad0bcdc0f717ac1aa8ca0ebdf8bbcc6f105d4aa/service/PolyfillSet.js;17;28;19;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;0;3;3;1;2;2;2;2;4;4;1;8;8;0.0026666666666666666;0.4444444444444444;1;0;100;0;;
polyfill-service;PolyfillSet.fromQueryParam;service.PolyfillSet.fromQueryParam;service/PolyfillSet.js;https://github.com/Financial-Times/polyfill-service/blob/fad0bcdc0f717ac1aa8ca0ebdf8bbcc6f105d4aa/service/PolyfillSet.js;22;29;34;1;0;0;0;0;0;0;4;1;1;0;0;0;0;0;7;8;5;2;12;13;9;12;24;12;22;46;24;11;210.90827503317323;2319.9910253649055;0.07030275834439108;128.8883902980503;4;2;80;1;1;aadd8d08b50f7f9c02b431d06f6ee2158902c53c
polyfill-service;<anonymous>;service.PolyfillSet.stringify.map$0;service/PolyfillSet.js;https://github.com/Financial-Times/polyfill-service/blob/fad0bcdc0f717ac1aa8ca0ebdf8bbcc6f105d4aa/service/PolyfillSet.js;12;35;15;2;0;0;0;0;0;0;2;1;1;0;0;0;0;0;4;4;2;1;4;4;2;7;12;8;14;26;15;6.125;101.57915548582149;622.1723273506566;0.033859718495273826;34.5651292972587;2;1;100;0;;
polyfill-service;<anonymous>;service.PolyfillSet.fromQueryParam.list;service/PolyfillSet.js;https://github.com/Financial-Times/polyfill-service/blob/fad0bcdc0f717ac1aa8ca0ebdf8bbcc6f105d4aa/service/PolyfillSet.js;24;43;24;75;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;3;5;4;1.5;10;15;0.0033333333333333335;0.8333333333333334;1;1;100;1;1;aadd8d08b50f7f9c02b431d06f6ee2158902c53c
polyfill-service;parsePolyfillInfo;service.PolyfillSet.fromQueryParam.parsePolyfillInfo;service/PolyfillSet.js;https://github.com/Financial-Times/polyfill-service/blob/fad0bcdc0f717ac1aa8ca0ebdf8bbcc6f105d4aa/service/PolyfillSet.js;27;43;33;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;7;3;2;7;7;3;7;14;12;17;31;19;4.958333333333334;131.68575291675114;652.9418582122245;0.04389525097225038;36.27454767845691;1;2;25;1;0;
sails;module.exports;lib.hooks.cors.index.exports;lib/hooks/cors/index.js;https://github.com/balderdashy/sails/blob/8d642f1ab3d46491cf7b73af1ec54941ff0eb84b/lib/hooks/cors/index.js;1;17;151;1;0;0;0;0;0;0;1;0;0;0.410256;16;0;0.338983;40;23;50;4;1;78;151;41;7;28;31;38;66;38;4.290322580645161;346.3632158872766;1486.0099262260576;0.11545440529575887;82.55610701255875;1;1;5.88235294117647;1;1;0057123a0321be6758845abbeb4290bf418ce542
sails;initialize;lib.hooks.cors.index.exports.initialize;lib/hooks/cors/index.js;https://github.com/balderdashy/sails/blob/8d642f1ab3d46491cf7b73af1ec54941ff0eb84b/lib/hooks/cors/index.js;45;16;147;5;0;0;0;0;0;0;1;0;0;0.285714;2;0;0.296296;24;5;11;2;1;57;103;37;4;5;5;6;11;9;2.4;34.86917501586544;83.68602003807705;0.011623058338621813;4.649223335448725;1;1;50;1;1;0057123a0321be6758845abbeb4290bf418ce542
sails;<anonymous>;lib.hooks.cors.index.exports.initialize.on$1;lib/hooks/cors/index.js;https://github.com/balderdashy/sails/blob/8d642f1ab3d46491cf7b73af1ec54941ff0eb84b/lib/hooks/cors/index.js;48;32;141;7;0;0;0;0;0;0;3;1;1;0.37037;10;0;0.289474;22;17;33;8;0;54;94;35;11;42;24;52;94;35;11.916666666666666;482.15260359282684;5745.651859481186;0.16071753453094229;319.2028810822881;3;0;25;1;1;0057123a0321be6758845abbeb4290bf418ce542
sails;<anonymous>;lib.hooks.cors.index.exports.initialize.on$1.each$1[0];lib/hooks/cors/index.js;https://github.com/balderdashy/sails/blob/8d642f1ab3d46491cf7b73af1ec54941ff0eb84b/lib/hooks/cors/index.js;64;36;117;9;0;0;0;0;0;0;14;6;3;0.209302;9;0;0.209302;9;34;54;23;2;34;54;23;15;116;37;129;245;52;26.14864864864865;1396.6077309445677;36519.40485645593;0.4655359103148559;2028.8558253586625;13;2;40.625;1;1;0057123a0321be6758845abbeb4290bf418ce542
sails;<anonymous>;lib.hooks.cors.index.exports.initialize.on$1.each$1[1];lib/hooks/cors/index.js;https://github.com/balderdashy/sails/blob/8d642f1ab3d46491cf7b73af1ec54941ff0eb84b/lib/hooks/cors/index.js;119;36;121;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;2;3;3;1;5;7;12;14;21;17;2.916666666666667;85.83671966625714;250.35709902658334;0.02861223988875238;13.908727723699075;1;2;50;1;0;
sails;<anonymous>;lib.hooks.cors.index.exports.initialize.on$1.bind$1;lib/hooks/cors/index.js;https://github.com/balderdashy/sails/blob/8d642f1ab3d46491cf7b73af1ec54941ff0eb84b/lib/hooks/cors/index.js;129;34;138;11;0;0;0;0;0;0;3;1;1;0.333333;3;0;0.333333;3;6;10;3;3;6;10;3;8;23;16;24;47;24;6;215.4932375338944;1292.9594252033662;0.0718310791779648;71.8310791779648;2;3;66.66666666666666;0;;
sails;buildResponse;lib.router.res.buildResponse;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;18;17;338;1;0;0;0;0;0;0;13;2;2;0.577586;67;0;0.406844;107;49;149;29;2;156;321;108;17;99;36;105;204;53;24.791666666666664;1168.4957727308927;28968.957698953378;0.38949859091029754;1609.3865388307431;12;2;36.36363636363637;1;1;252b7b8c68d393acdde597c8b187945c629e4f6a
sails;normalizeResArgs;lib.router.res.normalizeResArgs;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;355;0;372;1;0;0;0;0;0;0;2;1;1;0.533333;16;14;0.516129;16;14;17;5;1;15;18;6;10;19;7;20;39;17;14.285714285714286;159.41105080876326;2277.3007258394755;0.05313701693625442;126.51670699108197;2;1;22.22222222222222;0;;
sails;onlyAllowOneResponse;lib.router.res.onlyAllowOneResponse;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;382;0;387;1;0;0;0;0;0;0;2;1;1;0.538462;7;7;0.538462;7;6;6;4;1;6;6;4;5;6;5;8;14;10;4;46.50699332842308;186.0279733136923;0.01550233110947436;10.33488740631624;2;1;66.66666666666666;0;;
sails;MockClientResponse;lib.router.res.MockClientResponse;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;392;0;394;1;0;0;0;0;0;0;1;0;0;0.25;1;1;0.25;1;3;3;2;0;3;3;2;2;2;3;3;5;5;1;11.60964047443681;11.60964047443681;0.0038698801581456034;0.6449800263576005;1;0;100;0;;
sails;<anonymous>._transform;lib.router.res._transform;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;396;42;399;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;2;3;4;4;2;2;3;5;7;10;7;1.4;28.07354922057604;39.302968908806456;0.009357849740192013;2.1834982727114696;1;3;50;0;;
sails;<anonymous>;lib.router.res.buildResponse.on$1[0];lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;71;32;73;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;0;3;3;1;3;4;3;4;8;6;2;20.67970000576925;41.3594000115385;0.006893233335256416;2.2977444450854723;1;0;100;0;;
sails;<anonymous>;lib.router.res.buildResponse.on$1[1];lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;74;31;79;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;6;6;4;1;6;6;4;6;13;9;17;30;15;5.666666666666666;117.20671786825557;664.1714012534482;0.03906890595608519;36.89841118074712;2;1;50;0;;
sails;res.writeHead;lib.router.res.buildResponse.writeHead;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;100;18;142;3;0;0;0;0;0;0;5;2;2;0.290323;9;0;0.230769;9;22;35;14;0;30;43;20;11;45;20;47;92;31;12.925;455.7860605555926;5891.0348326810345;0.1519286868518642;327.27971292672413;5;0;31.25;0;;
sails;res.write;lib.router.res.buildResponse.write;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;147;14;151;3;0;0;0;0;0;0;1;0;0;0.2;1;0;0.2;1;4;5;2;0;4;5;2;2;13;14;18;31;16;1.2857142857142858;124;159.42857142857144;0.04133333333333333;8.857142857142858;1;0;50;0;;
sails;res.end;lib.router.res.buildResponse.end;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;153;12;158;3;0;0;0;0;0;0;1;0;0;0.333333;2;0;0.333333;2;4;6;2;0;4;6;2;2;13;14;18;31;16;1.2857142857142858;124;159.42857142857144;0.04133333333333333;8.857142857142858;1;0;50;0;;
sails;status_shim;lib.router.res.buildResponse.status_shim;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;175;29;178;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;2;1;4;4;2;3;3;2;5;8;5;3.75;18.575424759098897;69.65784284662087;0.006191808253032966;3.8698801581456035;1;1;50;0;;
sails;send_shim;lib.router.res.buildResponse.send_shim;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;181;25;268;3;0;0;0;0;0;0;16;4;4;0.319444;23;0;0.319444;23;49;88;30;0;49;88;30;9;48;23;55;103;32;10.76086956521739;515;5541.847826086956;0.17166666666666666;307.8804347826087;8;0;42.10526315789473;0;;
sails;json_shim;lib.router.res.buildResponse.json_shim;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;271;25;274;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;4;4;2;0;4;4;2;6;11;8;12;23;14;4.5;87.56916320732489;394.061234432962;0.029189721069108297;21.892290801831223;3;0;150;0;;
sails;render_shim;lib.router.res.buildResponse.render_shim;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;277;29;294;3;0;0;0;0;0;0;4;1;1;0.1875;3;0;0.1875;3;13;18;8;3;13;18;8;7;24;18;29;53;25;5.638888888888889;246.1243780580604;1387.868020716285;0.0820414593526868;77.1037789286825;4;3;50;0;;
sails;redirect_shim;lib.router.res.buildResponse.redirect_shim;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;297;33;307;3;0;0;0;0;0;0;3;0;0;0.25;2;0;0.25;2;6;11;4;0;6;11;4;7;17;13;20;37;20;5.384615384615385;159.91133951083242;861.0610589044824;0.05330377983694414;47.83672549469347;3;0;75;0;;
sails;res.set;lib.router.res.buildResponse.set;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;317;12;321;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;5;3;2;5;5;3;5;9;5;12;21;10;6;69.76048999263462;418.5629399558077;0.02325349666421154;23.25349666421154;2;2;66.66666666666666;1;1;252b7b8c68d393acdde597c8b187945c629e4f6a
sails;res.get;lib.router.res.buildResponse.get;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;329;12;331;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;3;1;1;3;3;1;3;5;3;6;11;6;3;28.43458750793272;85.30376252379816;0.009478195835977574;4.739097917988786;1;1;100;0;;
sails;isNumeric;lib.router.res.normalizeResArgs.isNumeric;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;359;18;361;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;1;3;3;1;3;3;1;3;6;4;4.5;12;54;0.004;3;1;1;100;0;;
sails;<anonymous>;lib.router.res.buildResponse.writeHead.reasonPhrase;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;103;24;108;5;0;0;0;0;0;0;3;1;1;0;0;0;0;0;6;6;3;0;6;6;3;5;9;6;9;18;11;3.75;62.26976913547136;233.51163425801758;0.020756589711823786;12.972868569889865;2;0;66.66666666666666;0;;
sails;<anonymous>;lib.router.res.buildResponse.writeHead.newHeaders;lib/router/res.js;https://github.com/balderdashy/sails/blob/90e2f97581822f090029713831b2eaccc4ffb596/lib/router/res.js;109;22;114;5;0;0;0;0;0;0;3;1;1;0;0;0;0;0;6;6;3;0;6;6;3;5;10;5;10;20;10;5;66.43856189774725;332.19280948873626;0.02214618729924908;18.45515608270757;2;0;66.66666666666666;0;;
sails;ResStream;lib.router.interpreter.ResStream;lib/router/interpreter.js;https://github.com/balderdashy/sails/blob/b6ec834b8c86fde2523351691cf6c0abbbf6e730/lib/router/interpreter.js;15;16;17;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;0;3;3;1;2;2;3;3;5;5;1;11.60964047443681;11.60964047443681;0.0038698801581456034;0.6449800263576005;1;0;100;0;;
sails;<anonymous>.write;lib.router.interpreter.write;lib/router/interpreter.js;https://github.com/balderdashy/sails/blob/b6ec834b8c86fde2523351691cf6c0abbbf6e730/lib/router/interpreter.js;22;28;25;1;0;0;0;0;0;0;1;0;0;0.25;1;0;0.25;1;3;4;1;1;3;4;1;2;3;5;6;9;7;1.2;25.26619429851844;30.319433158222125;0.008422064766172813;1.6844129532345624;1;1;100;0;;
sails;<anonymous>.end;lib.router.interpreter.end;lib/router/interpreter.js;https://github.com/balderdashy/sails/blob/b6ec834b8c86fde2523351691cf6c0abbbf6e730/lib/router/interpreter.js;29;26;35;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;7;7;4;1;7;7;4;4;10;6;15;25;10;5;83.04820237218406;415.2410118609203;0.027682734124061355;23.06894510338446;2;1;40;0;;
sails;exports.route;lib.router.interpreter.route;lib/router/interpreter.js;https://github.com/balderdashy/sails/blob/b6ec834b8c86fde2523351691cf6c0abbbf6e730/lib/router/interpreter.js;38;16;106;1;0;0;0;0;0;0;7;2;2;0.16129;5;0;0.189655;11;26;36;20;3;47;69;38;11;51;30;59;110;41;10.816666666666666;589.3307205079892;6374.593960161416;0.19644357350266306;354.1441088978565;4;3;22.22222222222222;1;1;b273cf63bcbed440ac18d12ce44c10a587769423
sails;exports.interpret;lib.router.interpreter.interpret;lib/router/interpreter.js;https://github.com/balderdashy/sails/blob/b6ec834b8c86fde2523351691cf6c0abbbf6e730/lib/router/interpreter.js;109;20;242;1;0;0;0;0;0;0;1;0;0;0.243243;18;0;0.216216;24;56;96;6;3;87;134;27;9;85;51;109;194;60;9.617647058823529;1145.9367755480525;11021.215458947447;0.38197892518268417;612.2897477193026;1;3;2.4390243902439024;1;1;b273cf63bcbed440ac18d12ce44c10a587769423
sails;getVerb;lib.router.interpreter.getVerb;lib/router/interpreter.js;https://github.com/balderdashy/sails/blob/b6ec834b8c86fde2523351691cf6c0abbbf6e730/lib/router/interpreter.js;245;0;247;1;0;0;0;0;0;0;4;0;0;0.25;1;1;0.25;1;3;3;2;1;3;3;2;5;11;6;11;22;11;4.583333333333333;76.10749561002055;348.8260215459275;0.025369165203340184;19.379223419218196;2;1;200;0;;
sails;<anonymous>;lib.router.interpreter.route.get$1;lib/router/interpreter.js;https://github.com/balderdashy/sails/blob/b6ec834b8c86fde2523351691cf6c0abbbf6e730/lib/router/interpreter.js;71;44;105;2;0;0;0;0;0;0;3;1;1;0.25;4;0;0.206897;6;12;21;9;2;23;35;18;10;32;20;41;73;30;10.25;358.2030134794219;3671.580888164074;0.11940100449314063;203.97671600911522;3;2;33.33333333333333;0;;
sails;param;lib.router.interpreter.interpret.param;lib/router/interpreter.js;https://github.com/balderdashy/sails/blob/b6ec834b8c86fde2523351691cf6c0abbbf6e730/lib/router/interpreter.js;123;9;125;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;3;1;1;3;3;1;3;5;3;6;11;6;3;28.43458750793272;85.30376252379816;0.009478195835977574;4.739097917988786;1;1;100;0;;
sails;header;lib.router.interpreter.interpret.header;lib/router/interpreter.js;https://github.com/balderdashy/sails/blob/b6ec834b8c86fde2523351691cf6c0abbbf6e730/lib/router/interpreter.js;130;10;132;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;2;3;3;1;2;3;4;5;8;6;1.25;20.67970000576925;25.84962500721156;0.006893233335256416;1.43609027817842;1;2;100;0;;
